Model_Name,Year,Km_Driven,Fuel_Type,Transmission,Ownership,Engine_CC,Seats,resale_price
C-Class C 220 CDI Avantgarde,2016,21200,Diesel,Automatic,1,2143,5,2850000
XUV700 AX 7 Petrol AT Luxury Pack 7 STR,2022,75,Petrol,Automatic,1,1997,7,2765000
Wagon R LXI CNG (O),2014,75693,CNG,Manual,2,998,5,365000
Vitara Brezza ZDi,2018,85000,Diesel,Manual,1,1248,5,850000
City V,2015,49000,Petrol,Manual,1,1497,5,480000
Grand i10 Asta 1.1 CRDi [2013-2016],2016,71000,Diesel,Manual,2,1120,5,345000
GLS 400 4MATIC,2017,80000,Petrol,Automatic,1,2996,5,5950000
Creta SX Plus 1.6  Petrol,2016,47000,Petrol,Manual,1,1591,5,891000
Vitara Brezza VXi,2021,48000,Petrol,Manual,1,1462,5,925000
i20 Sportz 1.4 CRDI,2014,68000,Diesel,Manual,1,1396,5,409999
Ritz Vxi (ABS) BS-IV,2014,79000,Petrol,Manual,2,1197,5,245000
XUV500 W8 [2015-2017],2016,90300,Diesel,Manual,1,2179,7,850000
Eon D-Lite +,2014,83000,Petrol,Manual,2,814,5,275000
Figo Duratec Petrol ZXI 1.2,2013,73000,Petrol,Manual,1,1196,5,240000
5-Series 520d Luxury Line [2017-2019],2018,60474,Diesel,Automatic,1,1995,5,4290000
Bolero Power Plus ZLX [2016-2019],2017,72000,Diesel,Manual,1,1493,7,670000
